row,win_year,f1_Ge_w,f1_Sp_w,f1_Po_w,f1_Fr_w,f1_It_w,f3_Ge_w,f3_Sp_w,f3_Po_w,f3_Fr_w,f3_It_w,i_DE_w1,i_DE_w2,i_DE_w3,i_DE_w4,i_DE_w5,i_DE_w6,i_DE_w7,i_DE_w8,i_ES_w1,i_ES_w2,i_ES_w3,i_ES_w4,i_ES_w5,i_ES_w6,i_ES_w7,i_ES_w8,a_DE_w1,a_DE_w2,a_DE_w3,a_DE_w4,a_DE_w5,a_DE_w6,a_DE_w7,a_DE_w8,c_DE_w1,c_DE_w2,c_DE_w3,c_DE_w4,c_DE_w5,c_DE_w6,c_DE_w7,c_DE_w8,c_ES_w1,c_ES_w2,c_ES_w3,c_ES_w4,c_ES_w5,c_ES_w6,c_ES_w7,c_ES_w8,d_PT_w1,d_PT_w2,d_PT_w3,d_PT_w4,d_PT_w5,d_PT_w6,d_PT_w7,d_PT_w8,n_DE_w1,n_DE_w2,n_DE_w3,n_DE_w4,n_DE_w5,n_DE_w6,n_DE_w7,n_DE_w8,mm_DE_min,mm_DE_max,gm_Gas,gm_Biomass,gm_HydroROR,gm_HydroRes,gm_HydroPump,gm_Onshore,gm_Solar,gm_Other,gm_Price,md_M01,md_M02,md_M03,md_M04,md_M05,md_M06,md_M07,md_M08,md_M09,md_M10,md_M11,md_M12,i_PT_w1,i_PT_w2,i_PT_w3,i_PT_w4,i_PT_w5,i_PT_w6,i_PT_w7,i_PT_w8,i_FR_w1,i_FR_w2,i_FR_w3,i_FR_w4,i_FR_w5,i_FR_w6,i_FR_w7,i_FR_w8,i_IT_w1,i_IT_w2,i_IT_w3,i_IT_w4,i_IT_w5,i_IT_w6,i_IT_w7,i_IT_w8,c_PT_w1,c_PT_w2,c_PT_w3,c_PT_w4,c_PT_w5,c_PT_w6,c_PT_w7,c_PT_w8,c_FR_w1,c_FR_w2,c_FR_w3,c_FR_w4,c_FR_w5,c_FR_w6,c_FR_w7,c_FR_w8,c_IT_w1,c_IT_w2,c_IT_w3,c_IT_w4,c_IT_w5,c_IT_w6,c_IT_w7,c_IT_w8,i_GB_w1,i_GB_w2,i_GB_w3,i_GB_w4,i_GB_w5,i_GB_w6,i_GB_w7,i_GB_w8,c_GB_w1,c_GB_w2,c_GB_w3,c_GB_w4,c_GB_w5,c_GB_w6,c_GB_w7,c_GB_w8,f1_GB_w,f3_GB_w
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,283.0,133.0,64.0,111.0,252.0,336.0,282.0,0.0,0.0,39.0,0.0,80.0,780.0,646.0,902.0,,,,,,,,,,,,,,,,,-4.32,132.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,760.0,349.0,865.0,21.0,101.0,53.0,4.0,62.0,356.0,384.0,486.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,93.0,21.0,21.0,46.0,93.0,105.0,64.0,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,283.0,133.0,64.0,117.0,252.0,336.0,286.0,0.0,0.0,39.0,0.0,80.0,780.0,648.0,911.0,,,,,,,,,,,,,,,,,9.69,192.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,760.0,349.0,874.0,21.0,101.0,53.0,4.0,68.0,356.0,388.0,498.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,93.0,21.0,21.0,46.0,93.0,105.0,68.0,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,283.0,133.0,64.0,117.0,252.0,336.0,286.0,0.0,0.0,39.0,0.0,80.0,780.0,656.0,915.0,,,,,,,,,,,,,,,,,7.07,136.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,760.0,349.0,877.0,21.0,101.0,53.0,4.0,68.0,358.0,404.0,503.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,93.0,21.0,21.0,46.0,93.0,105.0,68.0,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,283.0,133.0,69.0,117.0,252.0,344.0,290.0,0.0,0.0,39.0,0.0,80.0,780.0,661.0,923.0,,,,,,,,,,,,,,,,,-5.06,129.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,760.0,349.0,883.0,21.0,101.0,53.0,4.0,68.0,362.0,412.0,513.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,94.0,21.0,21.0,46.0,97.0,105.0,68.0,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,291.0,133.0,69.0,117.0,252.0,348.0,301.0,0.0,0.0,39.0,0.0,80.0,780.0,671.0,933.0,,,,,,,,,,,,,,,,,-0.87,110.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,760.0,354.0,893.0,22.0,108.0,53.0,4.0,68.0,362.0,418.0,525.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,108.0,21.0,21.0,46.0,97.0,105.0,78.0,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,133.0,69.0,117.0,252.0,359.0,301.0,0.0,0.0,39.0,0.0,80.0,780.0,682.0,935.0,,,,,,,,,,,,,,,,,-53.06,76.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,760.0,356.0,895.0,28.0,108.0,53.0,4.0,68.0,362.0,432.0,527.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,108.0,21.0,21.0,46.0,97.0,114.0,78.0,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,133.0,69.0,117.0,260.0,368.0,302.0,0.0,0.0,39.0,0.0,80.0,780.0,682.0,943.0,,,,,,,,,,,,,,,,,-19.33,148.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,760.0,356.0,899.0,28.0,108.0,53.0,4.0,68.0,369.0,439.0,535.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,108.0,21.0,21.0,46.0,100.0,114.0,78.0,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,133.0,69.0,121.0,270.0,374.0,302.0,0.0,0.0,39.0,0.0,80.0,789.0,682.0,952.0,,,,,,,,,,,,,,,,,-4.26,97.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,769.0,356.0,908.0,28.0,108.0,53.0,4.0,68.0,378.0,445.0,544.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,108.0,21.0,21.0,46.0,110.0,114.0,78.0,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,133.0,69.0,128.0,270.0,379.0,302.0,0.0,0.0,39.0,0.0,80.0,789.0,682.0,960.0,,,,,,,,,,,,,,,,,-3.4,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,769.0,356.0,914.0,28.0,108.0,53.0,4.0,73.0,382.0,451.0,552.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,111.0,114.0,78.0,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,138.0,70.0,128.0,273.0,386.0,302.0,0.0,0.0,39.0,0.0,80.0,789.0,689.0,969.0,,,,,,,,,,,,,,,,,-27.9,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,769.0,356.0,920.0,28.0,108.0,56.0,4.0,73.0,382.0,461.0,561.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,111.0,114.0,80.0,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,273.0,392.0,313.0,0.0,0.0,39.0,0.0,80.0,789.0,695.0,978.0,,,,,,,,,,,,,,,,,-6.09,111.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,769.0,356.0,929.0,28.0,108.0,63.0,4.0,73.0,382.0,467.0,571.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,18.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,111.0,114.0,88.0,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,273.0,400.0,324.0,0.0,0.0,39.0,0.0,80.0,792.0,703.0,987.0,,,,,,,,,,,,,,,,,-38.0,127.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,769.0,359.0,938.0,28.0,108.0,63.0,4.0,73.0,389.0,475.0,582.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,111.0,119.0,93.0,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,273.0,407.0,329.0,0.0,0.0,39.0,0.0,80.0,798.0,713.0,989.0,,,,,,,,,,,,,,,,,-5.61,135.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,775.0,363.0,940.0,28.0,108.0,63.0,4.0,73.0,397.0,483.0,586.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,111.0,119.0,93.0,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,285.0,410.0,329.0,0.0,0.0,39.0,0.0,80.0,808.0,715.0,989.0,,,,,,,,,,,,,,,,,0.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,785.0,363.0,940.0,28.0,108.0,63.0,4.0,73.0,412.0,488.0,586.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,111.0,119.0,93.0,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,296.0,415.0,329.0,0.0,0.0,39.0,0.0,80.0,819.0,715.0,989.0,,,,,,,,,,,,,,,,,-6.2,241.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,794.0,363.0,940.0,28.0,108.0,63.0,4.0,73.0,423.0,493.0,586.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,118.0,119.0,93.0,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,296.0,420.0,329.0,0.0,0.0,39.0,0.0,80.0,824.0,715.0,989.0,,,,,,,,,,,,,,,,,-2.3,175.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,797.0,363.0,940.0,28.0,108.0,63.0,4.0,73.0,423.0,496.0,586.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,118.0,119.0,93.0,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,296.0,428.0,329.0,0.0,0.0,39.0,0.0,80.0,824.0,715.0,989.0,,,,,,,,,,,,,,,,,-65.44,141.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,797.0,363.0,940.0,28.0,108.0,63.0,4.0,73.0,423.0,502.0,586.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,118.0,119.0,93.0,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,296.0,432.0,334.0,0.0,0.0,39.0,0.0,80.0,824.0,715.0,996.0,,,,,,,,,,,,,,,,,-1.0,201.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,797.0,363.0,943.0,28.0,108.0,63.0,4.0,73.0,423.0,504.0,591.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,118.0,119.0,93.0,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,296.0,439.0,339.0,0.0,0.0,39.0,0.0,80.0,824.0,721.0,1005.0,,,,,,,,,,,,,,,,,-29.98,165.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,797.0,368.0,952.0,28.0,108.0,63.0,4.0,73.0,423.0,510.0,597.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,108.0,21.0,22.0,46.0,118.0,119.0,93.0,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,291.0,145.0,70.0,128.0,296.0,449.0,339.0,0.0,0.0,39.0,0.0,80.0,824.0,730.0,1005.0,,,,,,,,,,,,,,,,,-99.01,134.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,797.0,377.0,952.0,28.0,108.0,63.0,4.0,73.0,423.0,520.0,597.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,111.0,21.0,22.0,46.0,118.0,130.0,93.0,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,128.0,299.0,458.0,339.0,0.0,0.0,39.0,0.0,80.0,831.0,730.0,1005.0,,,,,,,,,,,,,,,,,-32.75,97.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,798.0,377.0,952.0,33.0,108.0,63.0,4.0,73.0,426.0,528.0,597.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,111.0,21.0,22.0,46.0,118.0,132.0,93.0,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,129.0,306.0,466.0,339.0,0.0,0.0,39.0,0.0,80.0,841.0,730.0,1005.0,,,,,,,,,,,,,,,,,-22.75,123.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,808.0,377.0,952.0,33.0,108.0,63.0,4.0,74.0,433.0,533.0,597.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,111.0,21.0,22.0,46.0,118.0,132.0,93.0,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,134.0,306.0,471.0,339.0,0.0,0.0,39.0,0.0,83.0,843.0,730.0,1005.0,,,,,,,,,,,,,,,,,-0.51,247.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,808.0,377.0,952.0,33.0,108.0,63.0,4.0,79.0,433.0,533.0,597.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,111.0,21.0,22.0,46.0,118.0,132.0,93.0,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,134.0,309.0,471.0,339.0,0.0,0.0,39.0,0.0,83.0,843.0,730.0,1005.0,,,,,,,,,,,,,,,,,48.99,120.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,808.0,377.0,952.0,33.0,108.0,63.0,4.0,79.0,436.0,533.0,597.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,111.0,21.0,22.0,46.0,118.0,135.0,93.0,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,134.0,309.0,471.0,341.0,0.0,0.0,39.0,0.0,83.0,843.0,730.0,1012.0,,,,,,,,,,,,,,,,,7.87,134.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,808.0,377.0,959.0,33.0,108.0,63.0,4.0,79.0,436.0,533.0,598.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,111.0,21.0,22.0,46.0,118.0,135.0,93.0,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,291.0,145.0,70.0,134.0,309.0,478.0,345.0,0.0,0.0,39.0,0.0,83.0,843.0,735.0,1019.0,,,,,,,,,,,,,,,,,-3.09,123.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,808.0,377.0,966.0,33.0,108.0,63.0,4.0,79.0,436.0,539.0,602.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,112.0,21.0,22.0,46.0,119.0,147.0,99.0,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,293.0,145.0,70.0,134.0,314.0,486.0,345.0,0.0,0.0,39.0,0.0,83.0,843.0,737.0,1019.0,,,,,,,,,,,,,,,,,-24.01,118.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,808.0,379.0,966.0,33.0,108.0,63.0,4.0,79.0,440.0,546.0,602.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,0.0,128.0,21.0,22.0,46.0,123.0,147.0,99.0,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,293.0,145.0,70.0,134.0,318.0,486.0,345.0,0.0,0.0,39.0,0.0,83.0,843.0,737.0,1019.0,,,,,,,,,,,,,,,,,9.96,288.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,808.0,379.0,966.0,35.0,108.0,63.0,4.0,79.0,444.0,546.0,602.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,1.0,133.0,21.0,22.0,46.0,123.0,147.0,99.0,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,297.0,145.0,70.0,136.0,326.0,486.0,345.0,0.0,0.0,39.0,0.0,85.0,846.0,737.0,1026.0,,,,,,,,,,,,,,,,,42.47,476.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,809.0,379.0,972.0,35.0,108.0,63.0,4.0,82.0,452.0,546.0,602.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,1.0,133.0,21.0,22.0,58.0,123.0,147.0,99.0,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,297.0,145.0,70.0,153.0,326.0,486.0,351.0,0.0,0.0,39.0,0.0,92.0,846.0,737.0,1035.0,,,,,,,,,,,,,,,,,32.59,240.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,809.0,379.0,981.0,35.0,108.0,63.0,4.0,99.0,452.0,546.0,610.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,1.0,133.0,21.0,22.0,69.0,123.0,147.0,107.0,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,297.0,145.0,70.0,159.0,326.0,486.0,359.0,0.0,0.0,39.0,0.0,92.0,846.0,737.0,1045.0,,,,,,,,,,,,,,,,,24.72,166.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,809.0,379.0,991.0,35.0,108.0,63.0,4.0,99.0,452.0,546.0,616.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,19.0,,,,,,,,,1.0,133.0,21.0,22.0,73.0,123.0,147.0,107.0,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,297.0,145.0,70.0,161.0,326.0,490.0,367.0,0.0,0.0,39.0,0.0,92.0,846.0,737.0,1054.0,,,,,,,,,,,,,,,,,-1.56,150.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,809.0,379.0,1000.0,35.0,108.0,63.0,4.0,99.0,453.0,546.0,625.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,20.0,,,,,,,,,1.0,133.0,21.0,22.0,73.0,123.0,152.0,115.0,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,302.0,145.0,70.0,166.0,333.0,498.0,374.0,0.0,0.0,39.0,0.0,92.0,853.0,737.0,1063.0,,,,,,,,,,,,,,,,,-2.26,122.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,809.0,379.0,1009.0,35.0,108.0,63.0,4.0,99.0,465.0,553.0,635.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,24.0,,,,,,,,,1.0,135.0,21.0,22.0,73.0,130.0,159.0,115.0,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,319.0,145.0,70.0,166.0,338.0,498.0,374.0,0.0,0.0,39.0,0.0,92.0,853.0,741.0,1063.0,,,,,,,,,,,,,,,,,5.85,125.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,809.0,383.0,1009.0,35.0,123.0,63.0,4.0,99.0,469.0,556.0,635.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,24.0,,,,,,,,,1.0,140.0,21.0,22.0,73.0,135.0,159.0,119.0,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,350.0,498.0,379.0,0.0,0.0,39.0,0.0,92.0,864.0,741.0,1063.0,,,,,,,,,,,,,,,,,50.67,152.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,820.0,383.0,1009.0,35.0,123.0,63.0,4.0,99.0,479.0,556.0,641.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,24.0,,,,,,,,,1.0,144.0,21.0,22.0,73.0,135.0,159.0,119.0,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,498.0,379.0,0.0,0.0,39.0,0.0,92.0,873.0,741.0,1063.0,,,,,,,,,,,,,,,,,53.04,123.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,829.0,383.0,1009.0,35.0,123.0,63.0,4.0,99.0,490.0,560.0,642.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,24.0,,,,,,,,,1.0,144.0,21.0,22.0,73.0,135.0,159.0,119.0,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,498.0,379.0,0.0,0.0,39.0,0.0,92.0,873.0,741.0,1063.0,,,,,,,,,,,,,,,,,37.78,138.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,829.0,383.0,1009.0,35.0,123.0,63.0,4.0,99.0,490.0,562.0,642.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,24.0,,,,,,,,,1.0,144.0,21.0,22.0,73.0,135.0,159.0,119.0,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,498.0,379.0,0.0,0.0,39.0,0.0,92.0,873.0,741.0,1063.0,,,,,,,,,,,,,,,,,39.51,134.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,829.0,383.0,1009.0,35.0,123.0,63.0,4.0,99.0,490.0,562.0,642.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,24.0,,,,,,,,,1.0,144.0,21.0,22.0,73.0,135.0,159.0,119.0,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,498.0,384.0,0.0,0.0,39.0,0.0,92.0,873.0,741.0,1069.0,,,,,,,,,,,,,,,,,32.04,118.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,829.0,383.0,1014.0,35.0,123.0,63.0,4.0,99.0,490.0,562.0,647.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,24.0,,,,,,,,,1.0,144.0,21.0,22.0,73.0,135.0,159.0,119.0,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,502.0,391.0,0.0,0.0,39.0,0.0,92.0,873.0,742.0,1077.0,,,,,,,,,,,,,,,,,0.0,125.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,829.0,384.0,1021.0,35.0,123.0,63.0,4.0,99.0,490.0,566.0,655.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,24.0,,,,,,,,,1.0,144.0,21.0,22.0,73.0,135.0,159.0,124.0,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,323.0,145.0,70.0,166.0,366.0,507.0,391.0,0.0,0.0,39.0,0.0,92.0,873.0,747.0,1077.0,,,,,,,,,,,,,,,,,0.0,127.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,43.0,0.0,58.0,829.0,389.0,1021.0,35.0,123.0,63.0,4.0,99.0,490.0,571.0,655.0,0.0,11.0,0.0,0.0,0.0,3.0,13.0,24.0,,,,,,,,,1.0,144.0,21.0,22.0,73.0,135.0,159.0,124.0,,
