doy,DE_2019_min,DE_2020_min,DE_2021_min,DE_2022_min,DE_2023_min,DE_2024_min,DE_2025_min,DE_2026_min,DE_2027_min,DE_2028_min,DE_2029_min,DE_2030_min,DE_2031_min,DE_2032_min,DE_2033_min,DE_2034_min,DE_2035_min,ES_2019_min,ES_2020_min,ES_2021_min,ES_2022_min,ES_2023_min,ES_2024_min,ES_2025_min,ES_2026_min,ES_2027_min,ES_2028_min,ES_2029_min,ES_2030_min,ES_2031_min,ES_2032_min,ES_2033_min,ES_2034_min,ES_2035_min,PT_2019_min,PT_2020_min,PT_2021_min,PT_2022_min,PT_2023_min,PT_2024_min,PT_2025_min,PT_2026_min,PT_2027_min,PT_2028_min,PT_2029_min,PT_2030_min,PT_2031_min,PT_2032_min,PT_2033_min,PT_2034_min,PT_2035_min,FR_2019_min,FR_2020_min,FR_2021_min,FR_2022_min,FR_2023_min,FR_2024_min,FR_2025_min,FR_2026_min,FR_2027_min,FR_2028_min,FR_2029_min,FR_2030_min,FR_2031_min,FR_2032_min,FR_2033_min,FR_2034_min,FR_2035_min,IT_2019_min,IT_2020_min,IT_2021_min,IT_2022_min,IT_2023_min,IT_2024_min,IT_2025_min,IT_2026_min,IT_2027_min,IT_2028_min,IT_2029_min,IT_2030_min,IT_2031_min,IT_2032_min,IT_2033_min,IT_2034_min,IT_2035_min,DE_2019_max,DE_2020_max,DE_2021_max,DE_2022_max,DE_2023_max,DE_2024_max,DE_2025_max,DE_2026_max,DE_2027_max,DE_2028_max,DE_2029_max,DE_2030_max,DE_2031_max,DE_2032_max,DE_2033_max,DE_2034_max,DE_2035_max,ES_2019_max,ES_2020_max,ES_2021_max,ES_2022_max,ES_2023_max,ES_2024_max,ES_2025_max,ES_2026_max,ES_2027_max,ES_2028_max,ES_2029_max,ES_2030_max,ES_2031_max,ES_2032_max,ES_2033_max,ES_2034_max,ES_2035_max,PT_2019_max,PT_2020_max,PT_2021_max,PT_2022_max,PT_2023_max,PT_2024_max,PT_2025_max,PT_2026_max,PT_2027_max,PT_2028_max,PT_2029_max,PT_2030_max,PT_2031_max,PT_2032_max,PT_2033_max,PT_2034_max,PT_2035_max,FR_2019_max,FR_2020_max,FR_2021_max,FR_2022_max,FR_2023_max,FR_2024_max,FR_2025_max,FR_2026_max,FR_2027_max,FR_2028_max,FR_2029_max,FR_2030_max,FR_2031_max,FR_2032_max,FR_2033_max,FR_2034_max,FR_2035_max,IT_2019_max,IT_2020_max,IT_2021_max,IT_2022_max,IT_2023_max,IT_2024_max,IT_2025_max,IT_2026_max,IT_2027_max,IT_2028_max,IT_2029_max,IT_2030_max,IT_2031_max,IT_2032_max,IT_2033_max,IT_2034_max,IT_2035_max,DE_2019_mean,DE_2020_mean,DE_2021_mean,DE_2022_mean,DE_2023_mean,DE_2024_mean,DE_2025_mean,DE_2026_mean,DE_2027_mean,DE_2028_mean,DE_2029_mean,DE_2030_mean,DE_2031_mean,DE_2032_mean,DE_2033_mean,DE_2034_mean,DE_2035_mean,ES_2019_mean,ES_2020_mean,ES_2021_mean,ES_2022_mean,ES_2023_mean,ES_2024_mean,ES_2025_mean,ES_2026_mean,ES_2027_mean,ES_2028_mean,ES_2029_mean,ES_2030_mean,ES_2031_mean,ES_2032_mean,ES_2033_mean,ES_2034_mean,ES_2035_mean,PT_2019_mean,PT_2020_mean,PT_2021_mean,PT_2022_mean,PT_2023_mean,PT_2024_mean,PT_2025_mean,PT_2026_mean,PT_2027_mean,PT_2028_mean,PT_2029_mean,PT_2030_mean,PT_2031_mean,PT_2032_mean,PT_2033_mean,PT_2034_mean,PT_2035_mean,FR_2019_mean,FR_2020_mean,FR_2021_mean,FR_2022_mean,FR_2023_mean,FR_2024_mean,FR_2025_mean,FR_2026_mean,FR_2027_mean,FR_2028_mean,FR_2029_mean,FR_2030_mean,FR_2031_mean,FR_2032_mean,FR_2033_mean,FR_2034_mean,FR_2035_mean,IT_2019_mean,IT_2020_mean,IT_2021_mean,IT_2022_mean,IT_2023_mean,IT_2024_mean,IT_2025_mean,IT_2026_mean,IT_2027_mean,IT_2028_mean,IT_2029_mean,IT_2030_mean,IT_2031_mean,IT_2032_mean,IT_2033_mean,IT_2034_mean,IT_2035_mean
94,32.59,17.03,-10.0,23.53,107.31,52.01,-1.31,-0.25,,,,,,,,,,44.45,18.15,0.9,172.65,8.0,0.0,-0.02,-2.5,,,,,,,,,,44.45,18.15,0.9,172.65,15.49,0.0,-0.02,-2.5,,,,,,,,,,33.0,17.03,0.1,267.81,107.31,0.0,-0.02,-1.0,,,,,,,,,,40.0,19.4,3.49,271.64,115.57,60.0,48.79,5.59,,,,,,,,,,59.86,33.54,47.45,133.0,180.38,123.3,180.17,149.87,,,,,,,,,,60.44,30.11,47.45,298.06,108.76,35.0,50.02,77.01,,,,,,,,,,60.44,30.11,47.45,298.06,108.76,35.0,50.02,77.01,,,,,,,,,,60.44,29.15,47.45,2987.78,201.67,37.38,100.14,40.45,,,,,,,,,,77.97,44.0,78.34,470.0,203.64,147.5,181.0,181.5,,,,,,,,,,42.02,22.84,23.57,68.79,133.11,85.73,89.93,32.34,,,,,,,,,,53.16,24.03,28.3,256.14,56.98,8.95,13.23,22.38,,,,,,,,,,53.16,24.03,28.3,255.68,60.63,8.84,11.64,22.38,,,,,,,,,,43.79,22.41,27.89,548.31,136.08,12.96,38.34,17.89,,,,,,,,,,56.49,27.38,40.41,345.79,148.85,94.61,116.08,114.16,,,,,,,,,
95,33.76,9.88,-52.73,35.09,113.59,50.17,-49.1,-105.18,,,,,,,,,,40.76,5.5,31.9,205.5,42.02,0.0,-1.2,-7.51,,,,,,,,,,40.76,5.5,31.9,205.5,50.0,0.0,-1.2,-7.51,,,,,,,,,,36.14,8.6,0.7,264.25,112.96,0.0,-44.02,-82.33,,,,,,,,,,38.0,8.99,30.0,256.88,137.23,50.59,33.0,0.88,,,,,,,,,,58.67,36.75,27.87,309.93,207.92,90.66,105.9,33.35,,,,,,,,,,58.67,21.1,60.68,300.97,166.06,25.0,95.61,75.91,,,,,,,,,,58.67,21.1,60.68,300.97,166.06,25.0,95.61,75.91,,,,,,,,,,58.67,21.79,60.68,448.9,208.16,42.3,95.61,75.91,,,,,,,,,,74.43,30.5,81.55,398.45,260.0,110.0,139.54,163.8,,,,,,,,,,42.73,19.37,-15.39,191.33,141.55,65.16,51.47,-16.17,,,,,,,,,,51.31,14.82,45.67,267.77,107.44,3.91,26.99,23.31,,,,,,,,,,51.31,14.82,45.67,267.77,108.11,3.87,26.99,23.31,,,,,,,,,,43.73,16.05,29.16,307.43,143.22,10.19,25.8,-0.23,,,,,,,,,,53.23,18.9,53.63,295.79,171.18,78.73,102.79,101.07,,,,,,,,,
96,31.02,-50.26,9.9,60.37,98.73,-0.1,-114.57,-125.64,,,,,,,,,,37.27,1.95,43.93,198.94,25.0,-0.01,-1.54,-6.0,,,,,,,,,,37.27,1.95,43.93,198.94,55.0,-0.01,-1.54,-6.0,,,,,,,,,,31.62,-21.06,43.93,198.94,107.42,-0.05,-115.46,-108.68,,,,,,,,,,40.4,0.0,43.93,221.93,103.14,50.0,59.0,3.05,,,,,,,,,,46.51,19.9,71.44,178.43,161.63,84.24,132.9,116.0,,,,,,,,,,55.44,22.65,69.01,311.59,133.67,3.25,80.0,45.01,,,,,,,,,,55.44,22.65,69.01,311.59,133.67,1.0,80.0,44.78,,,,,,,,,,46.51,19.08,75.7,395.15,163.08,15.78,80.0,45.01,,,,,,,,,,72.26,50.0,75.7,395.15,221.8,105.42,132.0,167.26,,,,,,,,,,38.01,1.91,38.43,116.66,121.76,45.18,39.96,11.47,,,,,,,,,,44.15,9.27,57.0,251.99,88.29,0.4,25.46,18.47,,,,,,,,,,44.15,9.27,57.0,251.99,97.08,0.07,25.46,18.46,,,,,,,,,,39.19,5.46,59.8,271.35,129.01,5.5,10.17,2.45,,,,,,,,,,52.58,17.66,61.29,280.28,152.17,79.64,100.04,108.47,,,,,,,,,
97,28.03,3.66,37.82,1.03,85.0,-59.92,2.19,-11.29,,,,,,,,,,38.3,15.0,58.0,165.46,1.5,-0.02,0.0,0.0,,,,,,,,,,38.3,15.0,58.0,165.46,54.68,-0.01,0.0,0.0,,,,,,,,,,28.03,3.66,58.0,129.15,100.22,-18.58,0.0,-10.84,,,,,,,,,,39.05,17.05,58.0,208.75,119.5,29.6,47.83,26.51,,,,,,,,,,49.65,45.33,84.5,113.23,138.55,73.99,175.97,194.03,,,,,,,,,,58.6,30.19,86.99,270.0,143.35,8.0,170.01,118.14,,,,,,,,,,58.6,30.19,86.99,270.0,143.35,8.0,170.01,118.14,,,,,,,,,,49.65,24.17,163.77,270.0,150.11,8.0,159.86,118.14,,,,,,,,,,66.9,47.04,87.0,300.24,230.0,98.21,173.58,187.3,,,,,,,,,,38.1,18.55,49.4,68.42,110.24,26.53,96.59,89.96,,,,,,,,,,47.52,25.13,66.36,211.86,83.8,0.79,58.83,36.38,,,,,,,,,,47.69,25.13,66.36,211.86,101.64,0.79,57.73,34.98,,,,,,,,,,38.1,13.73,75.26,216.69,123.54,-0.89,66.43,38.91,,,,,,,,,,52.19,29.49,67.46,238.46,148.46,72.27,103.99,126.9,,,,,,,,,
98,34.69,12.89,40.76,1.02,94.4,-26.79,16.83,-32.78,,,,,,,,,,42.51,16.25,57.0,7.0,10.0,-0.01,-1.02,2.12,,,,,,,,,,42.51,16.25,57.0,7.0,10.0,-0.01,-1.02,2.12,,,,,,,,,,36.3,11.71,57.0,186.11,88.92,-19.25,-0.01,-29.83,,,,,,,,,,36.3,19.0,61.79,195.69,93.86,0.1,60.67,49.3,,,,,,,,,,60.0,40.1,99.26,267.77,139.77,108.39,180.55,170.01,,,,,,,,,,60.0,28.51,81.77,252.08,140.21,35.0,131.17,136.34,,,,,,,,,,58.09,28.51,80.56,252.08,140.21,35.0,131.17,131.27,,,,,,,,,,60.0,23.66,99.26,340.0,140.21,35.0,136.77,136.34,,,,,,,,,,76.77,55.16,96.73,346.27,211.0,100.85,169.77,180.0,,,,,,,,,,44.11,23.61,57.75,130.32,117.24,26.2,99.5,86.83,,,,,,,,,,53.09,22.47,69.95,158.0,86.81,4.06,44.85,65.49,,,,,,,,,,52.86,22.64,69.8,158.0,86.81,4.06,44.85,64.3,,,,,,,,,,45.62,16.64,71.68,251.32,116.78,4.36,58.3,56.63,,,,,,,,,,55.86,30.59,72.58,270.99,134.92,59.47,109.67,128.54,,,,,,,,,
99,34.96,17.57,37.97,-2.49,55.0,57.89,6.72,-8.14,,,,,,,,,,41.95,20.0,58.12,184.67,0.1,-0.01,-0.5,-0.85,,,,,,,,,,41.95,20.0,58.12,184.67,0.1,-0.01,-0.5,-0.85,,,,,,,,,,34.96,10.69,58.12,184.67,55.0,-0.01,-0.04,-7.73,,,,,,,,,,42.45,17.17,60.95,151.43,93.0,27.43,81.67,44.31,,,,,,,,,,55.32,50.33,84.9,105.0,133.46,149.78,175.56,146.6,,,,,,,,,,57.55,30.0,86.48,294.88,126.39,3.25,98.21,129.7,,,,,,,,,,57.55,30.0,82.97,294.88,126.39,3.25,98.21,107.41,,,,,,,,,,55.32,22.66,86.48,294.88,133.46,22.72,98.21,129.7,,,,,,,,,,75.68,46.12,86.49,301.71,250.0,121.8,175.0,174.74,,,,,,,,,,42.21,26.61,55.73,54.29,102.31,85.13,90.79,79.76,,,,,,,,,,49.82,23.45,71.28,244.46,72.83,0.47,30.94,49.1,,,,,,,,,,49.82,23.45,70.14,244.46,72.83,0.35,30.94,48.17,,,,,,,,,,42.55,15.51,71.96,244.5,102.31,4.69,33.63,45.57,,,,,,,,,,57.34,27.59,70.67,236.83,158.26,78.5,115.0,122.62,,,,,,,,,
100,35.78,13.19,46.33,0.09,-8.82,5.95,0.08,78.55,,,,,,,,,,41.33,15.59,55.07,1.03,0.1,-0.02,-0.01,0.0,,,,,,,,,,41.33,15.59,55.07,1.03,0.1,-0.02,-0.01,0.0,,,,,,,,,,35.78,11.86,50.01,38.87,-0.03,-2.94,-0.01,0.0,,,,,,,,,,42.24,15.15,50.01,21.6,10.0,50.0,60.2,82.69,,,,,,,,,,58.02,31.43,69.24,252.18,80.0,90.9,170.59,245.12,,,,,,,,,,59.15,27.99,73.82,270.93,89.7,14.72,50.82,104.85,,,,,,,,,,57.84,27.99,73.82,270.93,89.7,14.72,50.82,104.85,,,,,,,,,,58.02,22.66,69.24,283.12,89.7,20.98,72.07,104.85,,,,,,,,,,78.06,47.16,69.38,283.12,151.97,117.76,156.92,180.45,,,,,,,,,,42.81,23.77,57.67,85.91,32.57,53.04,83.17,123.46,,,,,,,,,,51.78,22.03,64.71,147.46,50.73,1.6,18.2,46.82,,,,,,,,,,51.67,22.03,64.71,147.46,50.73,1.6,18.2,46.72,,,,,,,,,,43.95,16.64,58.88,213.89,47.84,2.84,28.82,41.7,,,,,,,,,,60.82,25.85,59.57,192.18,99.84,78.78,105.07,130.0,,,,,,,,,
101,36.52,9.16,41.29,179.77,-0.1,6.19,-4.99,-79.96,,,,,,,,,,47.81,14.81,34.84,55.1,35.0,-0.05,-0.01,-1.44,,,,,,,,,,47.81,14.99,34.84,55.1,35.0,-0.03,-0.01,-1.44,,,,,,,,,,36.52,9.16,41.29,179.77,0.94,1.0,-1.67,-33.71,,,,,,,,,,46.22,10.0,45.5,183.69,111.4,55.4,49.26,37.44,,,,,,,,,,59.24,34.83,67.24,299.93,165.38,191.19,155.0,114.38,,,,,,,,,,59.24,27.69,67.2,270.2,142.13,35.0,58.02,63.9,,,,,,,,,,59.22,27.69,67.2,270.2,142.13,35.0,58.02,63.9,,,,,,,,,,59.24,21.31,67.24,299.93,165.38,108.69,112.46,34.64,,,,,,,,,,75.06,39.35,73.0,299.93,186.37,134.84,149.34,166.58,,,,,,,,,,44.91,22.97,48.6,224.21,67.54,74.54,68.22,42.17,,,,,,,,,,54.95,19.52,51.66,169.17,92.35,4.18,19.43,24.02,,,,,,,,,,54.93,20.11,51.66,169.17,92.35,4.18,19.43,24.02,,,,,,,,,,44.91,14.55,53.78,227.25,97.06,37.79,37.88,8.74,,,,,,,,,,61.72,22.7,58.45,238.83,136.29,87.59,102.07,122.5,,,,,,,,,
102,37.22,5.1,46.34,100.01,78.71,0.57,-42.01,1.97,,,,,,,,,,53.0,17.99,49.6,183.0,1.6,-0.02,0.01,-0.81,,,,,,,,,,53.0,17.99,49.6,183.0,1.6,-0.02,0.01,-0.81,,,,,,,,,,37.22,5.1,53.73,183.0,66.47,0.0,-6.26,1.26,,,,,,,,,,52.97,8.29,53.73,228.27,120.0,30.0,12.05,33.77,,,,,,,,,,60.08,35.95,100.0,268.78,145.0,137.82,150.06,146.8,,,,,,,,,,60.16,29.0,78.74,282.26,98.62,70.95,79.0,71.92,,,,,,,,,,60.16,29.0,78.74,282.26,98.62,70.95,79.0,35.02,,,,,,,,,,60.08,21.82,102.77,282.26,138.52,70.95,53.52,136.73,,,,,,,,,,74.76,42.85,99.99,375.0,230.0,126.0,136.76,143.25,,,,,,,,,,45.31,20.64,62.99,182.34,107.63,59.12,61.56,82.95,,,,,,,,,,57.16,21.84,64.48,239.95,38.65,13.48,27.25,14.28,,,,,,,,,,57.16,21.84,64.48,239.95,38.65,13.48,27.25,11.4,,,,,,,,,,45.31,13.78,73.22,242.61,105.66,17.79,25.11,48.91,,,,,,,,,,61.17,23.42,74.61,267.48,153.75,78.18,84.64,98.17,,,,,,,,,
103,35.08,0.0,41.58,163.31,71.27,-0.07,-25.38,97.39,,,,,,,,,,52.07,13.5,62.36,190.9,0.1,-0.1,-1.51,-0.04,,,,,,,,,,52.07,13.5,62.36,190.9,0.1,-0.1,-1.51,-0.04,,,,,,,,,,35.65,0.0,62.36,190.9,72.86,-0.37,-25.38,62.14,,,,,,,,,,50.42,0.0,60.26,208.0,115.7,24.88,81.43,108.33,,,,,,,,,,47.28,25.17,88.32,301.63,180.93,125.95,120.65,173.88,,,,,,,,,,59.57,28.03,88.32,260.0,123.54,78.44,60.55,99.95,,,,,,,,,,59.57,28.03,88.32,260.0,123.54,74.23,60.55,99.95,,,,,,,,,,57.61,21.81,162.89,301.63,178.87,78.44,60.55,164.37,,,,,,,,,,69.2,36.22,105.6,301.63,208.0,130.2,121.44,173.33,,,,,,,,,,40.73,11.18,57.5,227.21,110.44,59.36,41.3,127.44,,,,,,,,,,57.24,17.57,75.56,228.08,58.04,20.06,18.65,27.08,,,,,,,,,,57.24,17.57,74.88,228.08,67.92,15.09,18.65,27.16,,,,,,,,,,43.67,10.1,83.68,236.72,118.88,21.16,19.15,118.16,,,,,,,,,,55.88,15.69,75.81,245.6,145.53,76.6,96.28,142.74,,,,,,,,,
104,28.97,-78.15,50.62,191.99,105.24,-55.01,61.64,104.7,,,,,,,,,,45.1,16.01,61.97,190.0,1.5,-0.4,0.0,-0.6,,,,,,,,,,45.1,16.01,61.97,190.0,1.5,-0.06,0.0,2.0,,,,,,,,,,30.59,-75.82,61.97,191.99,104.72,-55.01,7.5,0.0,,,,,,,,,,48.4,0.0,64.78,193.64,107.96,15.0,86.92,126.05,,,,,,,,,,46.74,11.21,125.0,282.11,176.11,73.44,180.0,234.28,,,,,,,,,,62.48,29.51,88.41,272.31,87.41,35.0,74.94,114.8,,,,,,,,,,62.48,29.51,81.88,272.31,87.41,35.0,74.94,114.8,,,,,,,,,,57.41,14.74,125.0,282.11,175.67,33.82,74.94,165.08,,,,,,,,,,63.01,33.0,118.09,321.0,208.29,100.29,152.03,189.59,,,,,,,,,,37.28,-16.06,70.17,226.6,129.0,9.32,97.15,138.43,,,,,,,,,,52.84,22.88,73.07,219.8,42.26,7.78,22.21,48.79,,,,,,,,,,52.84,22.88,72.13,219.8,46.39,7.82,22.21,50.23,,,,,,,,,,41.21,-6.18,79.89,226.97,129.92,0.04,33.89,89.02,,,,,,,,,,55.44,13.96,80.84,243.91,146.51,68.88,113.84,150.33,,,,,,,,,
105,30.43,3.9,49.1,151.11,82.17,-60.07,0.0,50.23,,,,,,,,,,42.05,16.0,59.18,151.11,0.0,-1.01,-0.01,-0.81,,,,,,,,,,42.05,16.0,59.18,151.11,0.0,-0.6,-0.01,2.0,,,,,,,,,,35.91,0.0,57.77,151.11,76.43,-39.89,-0.01,-0.0,,,,,,,,,,41.21,17.08,64.11,194.59,97.4,8.0,87.22,119.24,,,,,,,,,,60.33,39.91,118.0,235.99,134.51,119.91,141.54,180.8,,,,,,,,,,60.67,26.9,78.0,237.29,44.28,30.77,35.0,134.6,,,,,,,,,,60.08,26.9,78.0,237.29,44.28,30.77,35.0,131.51,,,,,,,,,,60.67,21.13,118.0,235.99,134.51,30.77,55.89,134.6,,,,,,,,,,71.63,38.15,112.07,313.0,188.92,135.2,150.09,172.82,,,,,,,,,,41.84,21.1,66.36,191.35,105.93,23.5,71.04,116.26,,,,,,,,,,53.74,21.32,68.8,198.32,21.06,5.68,12.19,59.45,,,,,,,,,,53.71,21.32,68.6,198.32,21.06,5.8,12.19,60.09,,,,,,,,,,45.97,12.79,74.82,197.96,105.43,2.68,19.8,69.85,,,,,,,,,,55.51,25.29,76.64,244.84,132.17,74.01,110.6,139.98,,,,,,,,,
106,32.95,4.46,51.35,33.78,94.26,0.04,22.4,45.77,,,,,,,,,,45.04,12.07,53.66,40.32,0.0,-1.0,-0.01,-0.0,,,,,,,,,,49.25,12.07,53.66,104.04,1.5,-0.63,-0.01,0.0,,,,,,,,,,35.06,6.36,53.66,40.32,94.37,-1.0,9.6,0.0,,,,,,,,,,48.99,8.0,65.87,42.97,94.83,48.76,87.14,106.69,,,,,,,,,,52.95,41.91,96.1,205.81,140.0,169.15,146.52,187.32,,,,,,,,,,60.06,25.5,80.0,205.81,127.85,19.72,69.21,134.66,,,,,,,,,,60.06,25.5,80.0,205.81,127.85,19.72,69.21,134.66,,,,,,,,,,54.03,19.74,96.1,205.81,140.0,19.72,120.13,132.4,,,,,,,,,,73.49,43.53,96.1,240.0,195.0,145.95,153.05,165.69,,,,,,,,,,41.34,20.36,63.73,146.12,110.55,63.48,89.7,111.92,,,,,,,,,,56.54,16.16,68.69,149.13,30.14,3.06,12.3,71.44,,,,,,,,,,56.71,18.26,68.69,157.9,40.22,2.92,12.3,71.75,,,,,,,,,,45.82,14.03,71.19,148.91,110.57,3.57,57.98,75.42,,,,,,,,,,58.54,19.95,73.93,192.05,127.34,91.21,110.74,129.79,,,,,,,,,
107,34.09,15.1,49.35,0.0,96.76,0.14,77.65,26.44,,,,,,,,,,35.36,7.96,50.72,3.7,25.0,-0.13,0.0,0.0,,,,,,,,,,38.25,7.96,50.84,3.7,41.73,-0.13,0.0,0.0,,,,,,,,,,35.02,7.96,50.72,0.0,96.14,-0.05,9.56,0.0,,,,,,,,,,48.07,12.0,59.17,10.0,120.0,38.98,81.81,34.7,,,,,,,,,,52.23,53.25,78.47,191.54,200.51,124.52,130.0,157.4,,,,,,,,,,59.47,19.5,78.47,191.54,134.25,10.01,107.5,123.0,,,,,,,,,,59.47,19.5,78.47,191.54,134.25,10.01,107.5,123.0,,,,,,,,,,52.23,17.34,78.47,191.54,199.51,25.71,129.0,123.0,,,,,,,,,,75.11,40.97,79.88,237.92,205.0,122.52,144.03,152.19,,,,,,,,,,41.17,25.41,61.65,103.68,123.46,63.16,98.46,104.22,,,,,,,,,,47.74,12.84,64.2,106.21,67.47,1.62,22.82,68.9,,,,,,,,,,47.94,12.84,64.22,115.3,79.08,1.62,22.82,68.91,,,,,,,,,,41.73,12.7,64.47,107.09,123.46,4.01,61.09,70.11,,,,,,,,,,59.13,23.86,68.15,171.93,145.04,78.49,108.33,107.54,,,,,,,,,
108,27.12,18.07,48.97,45.0,77.63,77.03,62.64,-4.08,,,,,,,,,,36.5,9.55,51.34,45.0,74.74,-0.05,-1.54,-2.08,,,,,,,,,,49.16,9.55,51.34,45.0,75.2,-0.05,-1.54,-2.08,,,,,,,,,,32.67,9.55,51.34,45.0,82.28,0.0,-0.01,-2.08,,,,,,,,,,45.76,25.0,61.26,25.43,113.9,75.79,58.96,10.37,,,,,,,,,,55.31,48.75,80.93,250.73,154.88,169.97,126.52,144.89,,,,,,,,,,58.58,24.67,82.51,219.69,141.4,22.34,35.0,84.98,,,,,,,,,,58.58,24.67,82.51,219.69,141.4,22.34,35.0,84.98,,,,,,,,,,56.19,22.1,81.0,250.73,154.88,140.0,74.64,84.98,,,,,,,,,,73.41,42.47,86.32,258.18,225.0,151.62,137.13,145.28,,,,,,,,,,40.56,27.71,62.15,129.44,107.91,102.49,87.77,84.56,,,,,,,,,,53.94,15.02,65.52,104.74,98.57,3.25,10.48,44.18,,,,,,,,,,55.51,15.23,65.52,104.74,101.85,2.66,10.48,44.18,,,,,,,,,,41.37,14.55,64.58,132.77,111.21,45.14,30.86,44.65,,,,,,,,,,55.09,30.62,68.99,176.15,144.74,104.4,98.26,89.12,,,,,,,,,
109,5.02,12.32,56.09,168.94,0.09,60.83,-7.26,-3.0,,,,,,,,,,25.45,15.0,65.16,55.11,88.58,-0.01,-4.0,-4.28,,,,,,,,,,31.57,15.0,65.16,55.11,89.42,-0.01,-4.0,-4.28,,,,,,,,,,25.45,9.89,65.16,184.2,88.58,12.23,-0.08,-4.28,,,,,,,,,,38.28,12.32,67.35,189.84,111.33,85.6,12.83,21.88,,,,,,,,,,44.09,29.42,117.18,295.43,139.28,155.8,142.71,124.11,,,,,,,,,,45.28,26.01,89.5,170.91,145.0,30.77,8.0,87.63,,,,,,,,,,56.56,26.01,87.5,170.91,145.0,30.77,8.0,87.63,,,,,,,,,,45.28,21.16,117.18,295.43,141.4,131.19,70.8,74.72,,,,,,,,,,69.66,42.79,109.8,295.43,206.0,155.0,137.5,146.43,,,,,,,,,,33.72,19.73,75.93,212.28,87.3,94.1,70.0,80.02,,,,,,,,,,36.38,20.92,78.56,112.63,113.63,5.33,1.45,37.33,,,,,,,,,,38.58,21.13,78.48,112.63,113.7,4.67,1.45,37.33,,,,,,,,,,36.14,14.8,82.42,217.07,109.04,54.49,25.87,22.26,,,,,,,,,,51.42,28.7,81.13,232.72,143.01,108.33,83.31,101.12,,,,,,,,,
110,21.03,-26.0,57.02,158.9,86.68,44.56,-52.42,29.57,,,,,,,,,,20.0,5.05,66.01,6.0,49.87,0.0,-4.99,0.0,,,,,,,,,,25.75,5.05,66.01,6.0,84.47,0.0,-4.99,0.0,,,,,,,,,,20.0,-20.4,66.01,175.6,86.76,0.0,-6.76,0.0,,,,,,,,,,20.63,5.01,64.78,183.1,114.53,58.64,19.0,54.62,,,,,,,,,,46.92,15.59,110.41,250.0,146.45,76.0,144.95,142.21,,,,,,,,,,48.0,15.01,93.92,154.5,147.42,37.52,82.3,109.54,,,,,,,,,,48.0,15.01,90.71,154.5,147.42,37.52,41.27,109.54,,,,,,,,,,43.41,14.01,110.41,250.0,147.42,38.43,103.17,78.01,,,,,,,,,,68.96,46.49,101.73,320.84,215.0,125.18,133.65,153.76,,,,,,,,,,34.75,6.52,75.88,202.75,111.53,57.99,65.72,97.3,,,,,,,,,,32.04,12.45,78.96,88.33,107.74,15.58,13.13,51.3,,,,,,,,,,35.52,12.45,78.45,88.33,114.68,14.99,8.26,51.68,,,,,,,,,,30.48,6.62,81.22,205.52,114.73,17.68,31.55,20.72,,,,,,,,,,45.91,24.15,79.07,241.1,149.1,91.25,89.03,110.97,,,,,,,,,
111,6.27,-44.25,33.38,167.93,0.05,10.55,8.43,-3.7,,,,,,,,,,28.62,3.97,67.3,101.0,25.0,-0.07,6.56,-0.11,,,,,,,,,,28.62,3.97,67.3,101.0,25.0,-0.04,6.56,-0.11,,,,,,,,,,6.27,-23.12,67.3,173.91,77.3,-0.07,6.56,-0.11,,,,,,,,,,6.19,14.79,68.62,207.57,107.56,31.04,25.0,53.7,,,,,,,,,,46.23,22.93,87.61,256.25,143.88,97.04,139.14,144.78,,,,,,,,,,58.58,18.33,92.62,223.61,145.99,11.39,160.0,83.85,,,,,,,,,,58.58,18.33,90.44,223.61,145.99,11.39,160.0,83.85,,,,,,,,,,46.08,15.81,92.62,256.25,148.95,39.32,134.09,63.45,,,,,,,,,,57.02,41.26,92.62,301.35,209.6,128.6,134.09,154.25,,,,,,,,,,30.6,2.45,58.36,199.78,89.64,59.66,81.11,83.14,,,,,,,,,,41.4,11.46,78.86,166.54,100.44,4.48,53.12,44.96,,,,,,,,,,41.4,11.46,78.77,166.54,100.44,4.49,50.75,44.96,,,,,,,,,,29.88,4.78,77.76,204.16,118.6,9.79,54.15,16.28,,,,,,,,,,38.7,30.2,78.19,244.12,147.46,89.26,95.72,113.98,,,,,,,,,
